Id,first name,last name,gender,Phone,mail_id,dob,attendance,study hours,maths assignment,maths viva,physics assignment,physics viva,che assignment,che viva,Parental Involvement,Failures,t1_m,t1_p,t1_c,t2_m,t2_p,t2_c,t3_m,t3_p,t3_c,t4_m,t4_p,t4_c,t5_m(calc),t5_p(calc),t5_c(calc)
25719,Sean,Carter,female,6454565215.0,Sean_25719@gmail.com,2002-7-10,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,5.0,4.0,7.0,9.0,0.0,8.0,7.0,8.0,4.0,5.0,9.0,3.0,6.0,10.0,0.0
25720,Debra,Nicholson,female,7908308772.0,Debra_25720@gmail.com,2003-12-5,97.0,6.0,9.0,9.0,10.0,9.0,10.0,9.0,3.0,0.0,120.0,113.0,115.0,117.0,113.0,114.0,112.0,113.0,112.0,120.0,111.0,112.0,118.0,110.0,118.0
25721,Ebony,Munoz,male,7435729119.0,Ebony_25721@gmail.com,2002-1-22,93.0,4.0,9.0,9.0,10.0,9.0,10.0,9.0,2.0,0.0,107.0,106.0,108.0,106.0,109.0,106.0,108.0,110.0,107.0,105.0,108.0,108.0,108.0,108.0,106.0
25722,Margaret,Brown,female,7787890705.0,Margaret_25722@gmail.com,2004-12-22,89.0,4.0,8.0,8.0,9.0,8.0,9.0,8.0,6.0,0.0,101.0,102.0,105.0,101.0,102.0,105.0,102.0,104.0,102.0,102.0,102.0,100.0,104.0,105.0,101.0
25723,Kayla,Robertson,female,7879052315.0,Kayla_25723@gmail.com,2003-9-2,83.0,5.0,9.0,9.0,8.0,8.0,8.0,8.0,4.0,0.0,100.0,98.0,98.0,99.0,99.0,98.0,99.0,100.0,96.0,100.0,100.0,98.0,97.0,98.0,100.0
25724,Anthony,Fitzgerald,female,8470192420.0,Anthony_25724@gmail.com,2004-10-1,75.0,4.0,8.0,8.0,8.0,7.0,8.0,8.0,3.0,0.0,93.0,93.0,91.0,91.0,92.0,91.0,94.0,90.0,95.0,93.0,95.0,95.0,91.0,93.0,90.0
25725,Valerie,Jones,female,6604221143.0,Valerie_25725@gmail.com,2003-10-25,73.0,4.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,0.0,85.0,85.0,86.0,89.0,89.0,87.0,87.0,90.0,89.0,88.0,88.0,90.0,88.0,88.0,87.0
25726,Douglas,Morales,female,7312389677.0,Douglas_25726@gmail.com,2004-2-3,69.0,1.0,7.0,6.0,7.0,7.0,7.0,7.0,2.0,0.0,85.0,84.0,84.0,81.0,81.0,83.0,82.0,84.0,81.0,84.0,80.0,83.0,77.0,50.0,82.0
25727,Elizabeth,Chambers,female,6995051160.0,Elizabeth_25727@gmail.com,2003-9-5,60.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,4.0,0.0,77.0,78.0,76.0,75.0,77.0,77.0,79.0,80.0,78.0,76.0,79.0,78.0,76.0,76.0,76.0
25728,Chad,Brown,male,7601933547.0,Chad_25728@gmail.com,2004-6-11,55.0,7.0,5.0,5.0,6.0,5.0,5.0,5.0,7.0,0.0,71.0,72.0,71.0,72.0,75.0,73.0,72.0,71.0,72.0,74.0,74.0,72.0,74.0,74.0,73.0
25729,Stanley,Myers,male,8544837195.0,Stanley_25729@gmail.com,2004-9-8,54.0,8.0,6.0,5.0,6.0,6.0,6.0,5.0,4.0,0.0,66.0,67.0,65.0,68.0,65.0,66.0,69.0,70.0,70.0,67.0,67.0,67.0,66.0,69.0,66.0
25730,Gina,Wyatt,female,7076198343.0,Gina_25730@gmail.com,2004-10-21,46.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,0.0,63.0,60.0,61.0,61.0,65.0,65.0,60.0,63.0,64.0,63.0,62.0,63.0,63.0,64.0,64.0
25731,Michael,Campbell,female,8972321873.0,Michael_25731@gmail.com,2002-1-26,40.0,8.0,4.0,5.0,4.0,5.0,4.0,5.0,9.0,0.0,57.0,56.0,60.0,58.0,59.0,59.0,60.0,57.0,58.0,59.0,58.0,56.0,58.0,59.0,60.0
25732,Travis,Ramos,female,7684957793.0,Travis_25732@gmail.com,2003-12-27,37.0,7.0,4.0,4.0,3.0,3.0,4.0,3.0,9.0,0.0,50.0,50.0,54.0,54.0,53.0,50.0,52.0,50.0,51.0,51.0,55.0,51.0,53.0,51.0,53.0
25733,Jennifer,Mckee,male,7674806262.0,Jennifer_25733@gmail.com,2003-8-22,32.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,0.0,48.0,47.0,47.0,50.0,48.0,47.0,45.0,46.0,50.0,46.0,46.0,47.0,48.0,49.0,48.0
25734,Patricia,Mack,female,7915148402.0,Patricia_25734@gmail.com,2002-12-23,27.0,0.0,2.0,2.0,3.0,2.0,3.0,3.0,8.0,0.0,44.0,40.0,44.0,43.0,45.0,44.0,44.0,42.0,42.0,40.0,40.0,42.0,43.0,41.0,42.0
25735,James,Taylor,male,7215529185.0,James_25735@gmail.com,2002-9-2,20.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,0.0,40.0,39.0,38.0,38.0,40.0,39.0,40.0,36.0,37.0,37.0,35.0,39.0,38.0,39.0,40.0
25736,Cynthia,Wells,male,7252779617.0,Cynthia_25736@gmail.com,2003-1-21,15.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,6.0,0.0,34.0,34.0,32.0,30.0,30.0,30.0,30.0,34.0,34.0,32.0,32.0,31.0,30.0,33.0,33.0
25737,Kathy,Jones,male,8433890379.0,Kathy_25737@gmail.com,2003-1-16,15.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,8.0,0.0,30.0,29.0,30.0,25.0,29.0,30.0,25.0,28.0,27.0,25.0,25.0,29.0,26.0,28.0,29.0
25738,Michelle,Aguilar,female,8979534979.0,Michelle_25738@gmail.com,2003-7-15,10.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,14.0,16.0,16.0,22.0,25.0,11.0,20.0,13.0,16.0,18.0,16.0,20.0,13.0,14.0,21.0
25739,Stephen,Riddle,female,7034866396.0,Stephen_25739@gmail.com,2002-9-25,4.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,7.0,0.0,7.0,3.0,7.0,4.0,0.0,1.0,1.0,9.0,4.0,10.0,2.0,6.0,7.0,1.0,5.0
25740,Stephanie,Thompson,male,6572525104.0,Stephanie_25740@gmail.com,2004-5-28,98.0,6.0,10.0,9.0,10.0,9.0,9.0,9.0,8.0,0.0,116.0,118.0,112.0,119.0,113.0,110.0,120.0,110.0,120.0,113.0,115.0,120.0,118.0,119.0,115.0
25741,Nicholas,Martinez,female,9074615188.0,Nicholas_25741@gmail.com,2004-9-4,91.0,7.0,10.0,9.0,9.0,10.0,9.0,9.0,1.0,0.0,110.0,106.0,107.0,108.0,108.0,105.0,108.0,110.0,108.0,108.0,105.0,106.0,108.0,107.0,105.0
25742,Gabriel,Vance,female,6995034172.0,Gabriel_25742@gmail.com,2003-4-28,85.0,0.0,8.0,9.0,9.0,9.0,9.0,9.0,3.0,0.0,100.0,101.0,100.0,104.0,102.0,100.0,104.0,104.0,104.0,105.0,100.0,102.0,104.0,104.0,103.0
25743,Alyssa,Walker,male,7836746523.0,Alyssa_25743@gmail.com,2003-4-20,80.0,7.0,9.0,9.0,8.0,8.0,8.0,8.0,10.0,0.0,99.0,98.0,98.0,97.0,100.0,96.0,95.0,98.0,98.0,95.0,97.0,100.0,95.0,97.0,95.0
25744,Sherry,Dominguez,female,9022317032.0,Sherry_25744@gmail.com,2002-9-2,76.0,1.0,7.0,8.0,8.0,7.0,8.0,7.0,7.0,0.0,94.0,94.0,95.0,90.0,93.0,90.0,95.0,95.0,90.0,95.0,92.0,94.0,91.0,95.0,95.0
25745,Deanna,King,male,7190093563.0,Deanna_25745@gmail.com,2002-10-15,74.0,5.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,0.0,89.0,88.0,85.0,88.0,87.0,87.0,87.0,87.0,90.0,87.0,86.0,87.0,85.0,87.0,87.0
25746,Jennifer,Mcintosh,male,8869198857.0,Jennifer_25746@gmail.com,2002-10-16,70.0,3.0,7.0,6.0,6.0,7.0,6.0,6.0,5.0,0.0,81.0,84.0,84.0,82.0,82.0,82.0,84.0,85.0,85.0,83.0,80.0,82.0,83.0,62.0,61.0
25747,Becky,Hunt,male,9250295809.0,Becky_25747@gmail.com,2004-8-15,63.0,0.0,7.0,7.0,6.0,6.0,7.0,6.0,1.0,0.0,79.0,75.0,80.0,75.0,79.0,76.0,76.0,80.0,76.0,79.0,80.0,76.0,77.0,78.0,77.0
25748,Monique,Medina,female,9171169133.0,Monique_25748@gmail.com,2002-11-5,55.0,3.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,0.0,75.0,71.0,74.0,70.0,71.0,74.0,71.0,73.0,75.0,75.0,75.0,75.0,70.0,75.0,70.0
25749,Nichole,Evans,male,9086725611.0,Nichole_25749@gmail.com,2003-4-8,53.0,2.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,0.0,70.0,70.0,69.0,66.0,69.0,70.0,66.0,69.0,65.0,68.0,65.0,70.0,67.0,68.0,70.0
25750,Claudia,Ashley,male,7198231324.0,Claudia_25750@gmail.com,2002-1-1,49.0,6.0,5.0,4.0,5.0,4.0,4.0,5.0,7.0,0.0,63.0,61.0,64.0,61.0,61.0,60.0,64.0,63.0,61.0,61.0,61.0,64.0,64.0,65.0,60.0
25751,Phillip,Franco,male,8532278227.0,Phillip_25751@gmail.com,2003-1-1,40.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,6.0,0.0,57.0,55.0,56.0,59.0,55.0,58.0,58.0,56.0,55.0,59.0,59.0,59.0,58.0,59.0,56.0
25752,Anthony,Durham,male,8190201938.0,Anthony_25752@gmail.com,2002-9-1,35.0,8.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,0.0,54.0,55.0,54.0,55.0,53.0,50.0,52.0,54.0,53.0,51.0,55.0,50.0,53.0,53.0,54.0
25753,Denise,Barnett,male,8695950320.0,Denise_25753@gmail.com,2002-6-25,30.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,0.0,50.0,47.0,47.0,49.0,46.0,48.0,46.0,48.0,50.0,47.0,47.0,46.0,47.0,47.0,49.0
25754,Christina,Reyes,female,8340494599.0,Christina_25754@gmail.com,2004-10-18,29.0,0.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,0.0,42.0,43.0,41.0,43.0,40.0,44.0,44.0,44.0,42.0,43.0,44.0,40.0,45.0,40.0,40.0
25755,Dana,Jenkins,female,8623695558.0,Dana_25755@gmail.com,2003-5-8,24.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,10.0,0.0,38.0,40.0,36.0,39.0,38.0,38.0,36.0,39.0,39.0,39.0,35.0,35.0,40.0,37.0,39.0
25756,Jamie,Cooper,male,8497333993.0,Jamie_25756@gmail.com,2004-1-19,19.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,9.0,0.0,34.0,35.0,33.0,30.0,33.0,33.0,32.0,34.0,34.0,34.0,31.0,34.0,35.0,32.0,33.0
25757,Nichole,Spencer,female,7533871876.0,Nichole_25757@gmail.com,2002-1-12,10.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,30.0,30.0,26.0,27.0,30.0,28.0,29.0,29.0,26.0,25.0,30.0,28.0,29.0,29.0,28.0
25758,Richard,Peters,female,6299078184.0,Richard_25758@gmail.com,2004-5-11,9.0,7.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,16.0,15.0,22.0,21.0,16.0,12.0,21.0,17.0,10.0,24.0,19.0,20.0,11.0,15.0,25.0
25759,Steven,Robinson,male,7814681722.0,Steven_25759@gmail.com,2003-2-12,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,8.0,9.0,5.0,1.0,5.0,9.0,9.0,0.0,5.0,9.0,8.0,3.0,6.0,2.0,10.0
25760,Aaron,Jones,female,8077580559.0,Aaron_25760@gmail.com,2004-4-4,97.0,8.0,10.0,10.0,9.0,10.0,10.0,10.0,6.0,0.0,120.0,114.0,111.0,114.0,116.0,117.0,119.0,116.0,117.0,111.0,114.0,111.0,120.0,117.0,120.0
25761,Vanessa,Palmer,female,6845282877.0,Vanessa_25761@gmail.com,2003-12-13,94.0,2.0,9.0,9.0,10.0,9.0,10.0,9.0,8.0,0.0,106.0,109.0,108.0,106.0,105.0,106.0,106.0,106.0,106.0,107.0,105.0,105.0,105.0,106.0,107.0
25762,Anne,Valdez,male,6769933977.0,Anne_25762@gmail.com,2003-11-4,89.0,6.0,8.0,8.0,9.0,9.0,8.0,8.0,4.0,0.0,104.0,102.0,103.0,102.0,103.0,102.0,105.0,105.0,103.0,100.0,102.0,101.0,102.0,100.0,102.0
25763,Matthew,Nelson,female,7720500858.0,Matthew_25763@gmail.com,2004-8-24,83.0,2.0,8.0,8.0,9.0,8.0,9.0,9.0,4.0,0.0,100.0,95.0,96.0,100.0,98.0,97.0,98.0,97.0,100.0,98.0,97.0,97.0,97.0,98.0,99.0
25764,Elizabeth,Horn,male,9181683596.0,Elizabeth_25764@gmail.com,2002-10-3,78.0,6.0,8.0,8.0,8.0,7.0,7.0,7.0,9.0,0.0,94.0,90.0,93.0,90.0,92.0,90.0,95.0,91.0,90.0,91.0,90.0,93.0,95.0,95.0,94.0
25765,Ashley,Smith,male,6625619200.0,Ashley_25765@gmail.com,2004-1-11,70.0,4.0,7.0,8.0,8.0,8.0,7.0,8.0,3.0,0.0,89.0,89.0,89.0,87.0,89.0,89.0,89.0,86.0,88.0,88.0,90.0,87.0,85.0,89.0,89.0
25766,Haley,Ford,female,8573155171.0,Haley_25766@gmail.com,2003-2-16,66.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0,2.0,0.0,85.0,81.0,82.0,82.0,82.0,85.0,80.0,80.0,84.0,80.0,82.0,81.0,77.0,64.0,76.0
25767,Jerry,Martinez,male,6332222715.0,Jerry_25767@gmail.com,2002-2-20,60.0,8.0,7.0,7.0,7.0,7.0,6.0,7.0,2.0,0.0,76.0,78.0,77.0,80.0,77.0,78.0,75.0,79.0,78.0,77.0,80.0,75.0,78.0,77.0,80.0
25768,Joseph,Vargas,male,8447406475.0,Joseph_25768@gmail.com,2002-11-22,57.0,3.0,6.0,5.0,6.0,5.0,6.0,6.0,4.0,0.0,73.0,73.0,74.0,71.0,74.0,74.0,75.0,70.0,70.0,74.0,73.0,72.0,71.0,70.0,73.0
25769,Tony,Keller,female,8873923240.0,Tony_25769@gmail.com,2003-8-8,50.0,1.0,6.0,5.0,5.0,6.0,5.0,5.0,3.0,0.0,66.0,70.0,69.0,69.0,69.0,68.0,68.0,70.0,68.0,69.0,65.0,69.0,69.0,66.0,67.0
25770,Brian,Gray,male,6766475270.0,Brian_25770@gmail.com,2002-12-18,45.0,6.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,0.0,62.0,64.0,64.0,65.0,62.0,60.0,60.0,62.0,64.0,60.0,60.0,65.0,61.0,60.0,62.0
25771,Roy,Schneider,male,9119657272.0,Roy_25771@gmail.com,2003-11-23,41.0,6.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,0.0,58.0,57.0,55.0,59.0,58.0,58.0,60.0,60.0,60.0,58.0,60.0,57.0,58.0,55.0,59.0
25772,Craig,Fischer,female,6621402794.0,Craig_25772@gmail.com,2002-3-8,40.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,10.0,0.0,50.0,55.0,51.0,55.0,53.0,52.0,52.0,53.0,50.0,50.0,51.0,51.0,54.0,54.0,54.0
25773,Daniel,Mcbride,female,8697117469.0,Daniel_25773@gmail.com,2003-12-4,31.0,7.0,4.0,4.0,3.0,4.0,4.0,4.0,6.0,0.0,47.0,49.0,50.0,45.0,46.0,47.0,45.0,48.0,46.0,50.0,50.0,49.0,45.0,45.0,50.0
25774,Michael,Powell,male,7267282230.0,Michael_25774@gmail.com,2003-10-14,30.0,0.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,0.0,43.0,43.0,45.0,44.0,42.0,41.0,41.0,40.0,41.0,40.0,41.0,45.0,45.0,40.0,40.0
25775,Jason,Baker,male,8586873015.0,Jason_25775@gmail.com,2004-6-2,21.0,6.0,2.0,3.0,2.0,3.0,3.0,2.0,8.0,0.0,38.0,35.0,37.0,37.0,35.0,35.0,38.0,39.0,38.0,39.0,38.0,35.0,36.0,37.0,36.0
25776,Jeremy,Ward,female,7029240888.0,Jeremy_25776@gmail.com,2004-6-17,19.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,7.0,0.0,33.0,32.0,31.0,31.0,32.0,34.0,33.0,34.0,32.0,31.0,32.0,32.0,34.0,35.0,33.0
25777,Cassidy,Kane,male,7454957613.0,Cassidy_25777@gmail.com,2003-6-2,14.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,7.0,0.0,28.0,29.0,25.0,26.0,30.0,30.0,27.0,26.0,26.0,28.0,30.0,30.0,26.0,26.0,27.0
25778,Lisa,Stewart,male,7381896713.0,Lisa_25778@gmail.com,2004-2-4,10.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,14.0,16.0,23.0,13.0,22.0,17.0,17.0,11.0,10.0,16.0,19.0,10.0,23.0,11.0,15.0
25779,Steven,Morris,male,8491585947.0,Steven_25779@gmail.com,2002-7-22,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,0.0,0.0,4.0,2.0,9.0,3.0,1.0,10.0,7.0,10.0,10.0,6.0,7.0,10.0,0.0,3.0
25780,Alexandra,Brewer,male,7463955689.0,Alexandra_25780@gmail.com,2004-1-21,95.0,2.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,0.0,120.0,113.0,116.0,115.0,112.0,119.0,111.0,113.0,116.0,114.0,111.0,110.0,118.0,112.0,110.0
25781,Lawrence,Martin,female,6288904193.0,Lawrence_25781@gmail.com,2004-12-19,93.0,3.0,10.0,9.0,10.0,9.0,10.0,10.0,3.0,0.0,107.0,107.0,107.0,106.0,108.0,106.0,106.0,107.0,108.0,106.0,109.0,107.0,108.0,105.0,108.0
25782,Anthony,Kennedy,male,9245792212.0,Anthony_25782@gmail.com,2003-6-10,87.0,0.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,0.0,101.0,104.0,105.0,104.0,102.0,105.0,102.0,101.0,104.0,101.0,102.0,103.0,104.0,100.0,100.0
25783,Michael,Turner,female,8500767509.0,Michael_25783@gmail.com,2003-9-6,85.0,1.0,9.0,9.0,9.0,9.0,8.0,9.0,3.0,0.0,98.0,97.0,99.0,96.0,95.0,98.0,99.0,97.0,96.0,97.0,100.0,96.0,100.0,96.0,95.0
25784,David,Peterson,female,6841272185.0,David_25784@gmail.com,2003-3-13,79.0,0.0,7.0,8.0,8.0,7.0,8.0,8.0,9.0,0.0,95.0,93.0,91.0,91.0,90.0,95.0,92.0,93.0,94.0,93.0,92.0,90.0,95.0,95.0,94.0
25785,Norma,Higgins,female,8561409984.0,Norma_25785@gmail.com,2003-11-26,72.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,5.0,0.0,87.0,85.0,87.0,89.0,90.0,90.0,89.0,89.0,90.0,85.0,88.0,86.0,89.0,88.0,86.0
25786,Lisa,Ford,male,6468857628.0,Lisa_25786@gmail.com,2002-12-26,69.0,3.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,0.0,84.0,83.0,82.0,80.0,84.0,83.0,84.0,85.0,84.0,81.0,83.0,83.0,80.0,81.0,84.0
25787,Joshua,Carrillo,male,6949555243.0,Joshua_25787@gmail.com,2003-7-5,60.0,0.0,6.0,7.0,6.0,6.0,7.0,6.0,2.0,0.0,77.0,76.0,75.0,78.0,80.0,76.0,75.0,80.0,76.0,75.0,76.0,80.0,80.0,79.0,78.0
25788,Susan,Hughes,male,7197216980.0,Susan_25788@gmail.com,2003-3-18,60.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,8.0,0.0,70.0,74.0,71.0,72.0,72.0,73.0,71.0,74.0,73.0,74.0,70.0,71.0,70.0,72.0,74.0
25789,Mark,Stanley,male,6853440351.0,Mark_25789@gmail.com,2002-4-26,51.0,3.0,5.0,5.0,6.0,6.0,6.0,6.0,2.0,0.0,68.0,68.0,68.0,65.0,65.0,67.0,67.0,66.0,65.0,68.0,68.0,70.0,68.0,66.0,66.0
25790,Brian,Cabrera,female,7039137938.0,Brian_25790@gmail.com,2004-7-5,45.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,0.0,60.0,62.0,64.0,63.0,61.0,61.0,60.0,64.0,60.0,60.0,61.0,64.0,62.0,60.0,62.0
25791,Matthew,Gardner,male,6415548618.0,Matthew_25791@gmail.com,2002-5-22,40.0,8.0,4.0,5.0,5.0,4.0,4.0,5.0,2.0,0.0,55.0,56.0,59.0,58.0,57.0,57.0,58.0,55.0,55.0,60.0,58.0,60.0,60.0,57.0,56.0
25792,Cory,Benson,male,8952492614.0,Cory_25792@gmail.com,2003-3-17,38.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,0.0,55.0,54.0,55.0,53.0,50.0,50.0,50.0,51.0,51.0,52.0,55.0,50.0,53.0,53.0,52.0
25793,Connie,Adkins,male,6463015252.0,Connie_25793@gmail.com,2002-1-19,30.0,0.0,4.0,4.0,4.0,3.0,3.0,3.0,7.0,0.0,46.0,47.0,46.0,48.0,50.0,45.0,48.0,49.0,49.0,49.0,47.0,46.0,46.0,49.0,46.0
25794,Gilbert,Herrera,male,7717597845.0,Gilbert_25794@gmail.com,2004-7-5,29.0,6.0,2.0,2.0,2.0,2.0,3.0,3.0,8.0,0.0,40.0,40.0,43.0,43.0,44.0,41.0,40.0,43.0,45.0,44.0,40.0,41.0,44.0,45.0,43.0
25795,Valerie,Smith,male,6415464666.0,Valerie_25795@gmail.com,2003-1-3,23.0,6.0,3.0,3.0,2.0,3.0,2.0,3.0,9.0,0.0,39.0,37.0,36.0,38.0,36.0,40.0,37.0,35.0,35.0,39.0,36.0,38.0,37.0,38.0,35.0
25796,Tyler,Taylor,male,7500875676.0,Tyler_25796@gmail.com,2002-3-28,17.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,0.0,32.0,31.0,32.0,32.0,31.0,34.0,31.0,33.0,32.0,31.0,30.0,33.0,35.0,31.0,32.0
25797,Randy,Peterson,female,7318664664.0,Randy_25797@gmail.com,2004-1-2,10.0,8.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,27.0,29.0,30.0,26.0,26.0,27.0,27.0,30.0,26.0,26.0,25.0,28.0,26.0,27.0,29.0
25798,Garrett,Smith,male,7714434176.0,Garrett_25798@gmail.com,2002-5-13,5.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,6.0,0.0,22.0,10.0,19.0,16.0,10.0,24.0,16.0,17.0,24.0,23.0,12.0,25.0,23.0,22.0,10.0
25799,Kimberly,Downs,female,6703472906.0,Kimberly_25799@gmail.com,2004-5-26,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,6.0,3.0,10.0,5.0,10.0,8.0,2.0,0.0,2.0,7.0,3.0,1.0,1.0
25800,Cory,Collins,female,6868319104.0,Cory_25800@gmail.com,2004-7-25,96.0,8.0,9.0,10.0,9.0,9.0,9.0,10.0,10.0,0.0,112.0,113.0,112.0,118.0,113.0,110.0,110.0,116.0,120.0,111.0,110.0,118.0,112.0,117.0,114.0
25801,James,Green,male,8402044379.0,James_25801@gmail.com,2004-1-6,91.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,0.0,105.0,110.0,107.0,110.0,109.0,110.0,108.0,105.0,110.0,106.0,107.0,106.0,107.0,108.0,106.0
25802,Joshua,Sosa,female,8379394149.0,Joshua_25802@gmail.com,2004-2-27,89.0,2.0,9.0,9.0,9.0,8.0,8.0,8.0,9.0,0.0,102.0,103.0,100.0,101.0,101.0,103.0,102.0,103.0,101.0,105.0,100.0,103.0,101.0,101.0,101.0
25803,Amanda,Lopez,female,7385403090.0,Amanda_25803@gmail.com,2002-1-10,80.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,10.0,0.0,97.0,95.0,100.0,100.0,98.0,95.0,97.0,96.0,97.0,95.0,99.0,96.0,95.0,99.0,97.0
25804,Jacob,Miller,female,9342732345.0,Jacob_25804@gmail.com,2003-10-8,76.0,8.0,7.0,7.0,7.0,8.0,7.0,8.0,3.0,0.0,91.0,95.0,95.0,93.0,90.0,94.0,94.0,95.0,93.0,90.0,91.0,93.0,91.0,94.0,90.0
25805,Katrina,Rodriguez,female,6731351004.0,Katrina_25805@gmail.com,2004-3-25,70.0,6.0,8.0,7.0,7.0,8.0,8.0,8.0,6.0,0.0,88.0,85.0,88.0,86.0,90.0,87.0,85.0,86.0,86.0,90.0,89.0,87.0,87.0,85.0,85.0
25806,Amber,Carpenter,female,6694966521.0,Amber_25806@gmail.com,2004-8-27,66.0,1.0,7.0,6.0,7.0,7.0,7.0,6.0,8.0,0.0,85.0,85.0,83.0,83.0,85.0,81.0,80.0,85.0,81.0,84.0,85.0,85.0,70.0,80.0,52.0
25807,Jonathan,Young,female,6964085751.0,Jonathan_25807@gmail.com,2004-11-15,62.0,3.0,6.0,6.0,6.0,7.0,7.0,6.0,8.0,0.0,77.0,77.0,80.0,76.0,79.0,79.0,80.0,76.0,75.0,76.0,76.0,76.0,79.0,79.0,80.0
25808,Joanne,Hunt,male,9338851519.0,Joanne_25808@gmail.com,2002-8-17,55.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,4.0,0.0,73.0,75.0,71.0,75.0,73.0,73.0,70.0,72.0,75.0,70.0,74.0,75.0,75.0,70.0,70.0
25809,Susan,Alvarez,female,7089197770.0,Susan_25809@gmail.com,2003-5-9,52.0,1.0,6.0,6.0,5.0,5.0,6.0,6.0,8.0,0.0,68.0,67.0,66.0,69.0,65.0,68.0,69.0,66.0,65.0,65.0,66.0,70.0,69.0,66.0,65.0
25810,Kyle,Mckinney,female,8079285123.0,Kyle_25810@gmail.com,2003-8-8,46.0,7.0,5.0,4.0,5.0,5.0,5.0,5.0,7.0,0.0,64.0,64.0,65.0,63.0,64.0,62.0,62.0,65.0,61.0,62.0,64.0,64.0,61.0,65.0,61.0
25811,Steven,Gibson,female,7594012161.0,Steven_25811@gmail.com,2003-6-2,44.0,8.0,5.0,5.0,4.0,4.0,5.0,4.0,9.0,0.0,60.0,56.0,57.0,58.0,57.0,55.0,55.0,57.0,59.0,55.0,55.0,56.0,56.0,57.0,60.0
25812,Julia,Patel,male,8523810734.0,Julia_25812@gmail.com,2002-2-22,38.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,7.0,0.0,55.0,52.0,53.0,51.0,51.0,50.0,50.0,50.0,50.0,53.0,50.0,53.0,50.0,51.0,52.0
25813,Richard,Brown,female,8885177318.0,Richard_25813@gmail.com,2003-4-11,31.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,0.0,47.0,48.0,49.0,50.0,46.0,48.0,49.0,49.0,45.0,49.0,45.0,50.0,48.0,47.0,46.0
25814,Rebecca,Proctor,male,7930819835.0,Rebecca_25814@gmail.com,2002-10-20,25.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,9.0,0.0,43.0,42.0,40.0,44.0,41.0,44.0,45.0,45.0,43.0,42.0,44.0,40.0,41.0,40.0,43.0
25815,Kayla,Greene,female,7833193949.0,Kayla_25815@gmail.com,2003-1-16,22.0,5.0,2.0,3.0,2.0,2.0,2.0,3.0,8.0,0.0,35.0,37.0,37.0,36.0,37.0,36.0,37.0,39.0,38.0,35.0,36.0,38.0,36.0,35.0,36.0
